"","DUID","SETTLEMENTDATE","OFFERDATE","VERSIONNO","PRICEBAND1","PRICEBAND2","PRICEBAND3","PRICEBAND4","PRICEBAND5","PRICEBAND6","PRICEBAND7","PRICEBAND8","PRICEBAND9","PRICEBAND10","LASTCHANGED"
"146","JLA03","2017/01/20 00:00:00","2016/12/20 11:22:37",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:22:37"
"147","JLA04","2017/01/20 00:00:00","2016/12/20 11:22:37",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:22:37"
"148","JLB01","2017/01/20 00:00:00","2016/12/20 11:22:37",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:22:37"
"149","JLB02","2017/01/20 00:00:00","2016/12/20 11:22:37",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:22:37"
"150","JLB03","2017/01/20 00:00:00","2016/12/20 11:22:37",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:22:37"
"151","JLA01","2017/01/21 00:00:00","2016/12/20 11:22:44",1,-964.1,0.67,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:22:44"
"152","JLA02","2017/01/21 00:00:00","2016/12/20 11:22:44",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:22:44"
"153","JLA03","2017/01/21 00:00:00","2016/12/20 11:22:44",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:22:44"
"154","JLA04","2017/01/21 00:00:00","2016/12/20 11:22:44",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:22:44"
"155","JLB01","2017/01/21 00:00:00","2016/12/20 11:22:44",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:22:44"
"156","JLB02","2017/01/21 00:00:00","2016/12/20 11:22:44",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:22:44"
"157","JLB03","2017/01/21 00:00:00","2016/12/20 11:22:44",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:22:44"
"158","JLA01","2017/01/22 00:00:00","2016/12/20 11:22:51",1,-964.1,0.67,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:22:51"
"159","JLA03","2017/01/22 00:00:00","2016/12/20 11:22:51",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:22:51"
"160","JLA04","2017/01/22 00:00:00","2016/12/20 11:22:51",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:22:51"
"161","JLB01","2017/01/22 00:00:00","2016/12/20 11:22:51",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:22:51"
"162","JLA01","2017/01/23 00:00:00","2016/12/20 11:22:57",1,-964.1,0.67,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:22:57"
"163","JLA02","2017/01/23 00:00:00","2016/12/20 11:22:57",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:22:57"
"164","JLA03","2017/01/23 00:00:00","2016/12/20 11:22:57",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:22:57"
"165","JLA04","2017/01/23 00:00:00","2016/12/20 11:22:57",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:22:57"
"166","JLB01","2017/01/23 00:00:00","2016/12/20 11:22:57",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:22:57"
"167","JLB02","2017/01/23 00:00:00","2016/12/20 11:22:57",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:22:57"
"168","JLB03","2017/01/23 00:00:00","2016/12/20 11:22:57",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:22:57"
"169","JLA01","2017/01/24 00:00:00","2016/12/20 11:23:04",1,-964.1,0.67,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:23:04"
"170","JLA02","2017/01/24 00:00:00","2016/12/20 11:23:04",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:23:04"
"171","JLA03","2017/01/24 00:00:00","2016/12/20 11:23:04",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:23:04"
"172","JLA04","2017/01/24 00:00:00","2016/12/20 11:23:04",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:23:04"
"173","JLB01","2017/01/24 00:00:00","2016/12/20 11:23:04",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:23:04"
"174","JLB02","2017/01/24 00:00:00","2016/12/20 11:23:04",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:23:04"
"175","JLB03","2017/01/24 00:00:00","2016/12/20 11:23:04",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:23:04"
"176","JLA01","2017/01/02 00:00:00","2016/12/20 11:23:11",1,-964.1,0.67,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:23:11"
"177","JLA02","2017/01/02 00:00:00","2016/12/20 11:23:11",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:23:11"
"178","JLA03","2017/01/02 00:00:00","2016/12/20 11:23:11",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:23:11"
"179","JLA04","2017/01/02 00:00:00","2016/12/20 11:23:11",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:23:11"
"180","JLB01","2017/01/02 00:00:00","2016/12/20 11:23:11",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:23:11"
"181","JLB02","2017/01/02 00:00:00","2016/12/20 11:23:11",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:23:11"
"182","JLB03","2017/01/02 00:00:00","2016/12/20 11:23:11",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:23:11"
"183","JLA01","2017/01/03 00:00:00","2016/12/20 11:23:17",1,-964.1,0.67,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:23:17"
"184","JLA02","2017/01/03 00:00:00","2016/12/20 11:23:17",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:23:17"
"185","JLA03","2017/01/03 00:00:00","2016/12/20 11:23:17",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:23:17"
"186","JLA04","2017/01/03 00:00:00","2016/12/20 11:23:17",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:23:17"
"187","JLB01","2017/01/03 00:00:00","2016/12/20 11:23:17",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:23:17"
"188","JLB02","2017/01/03 00:00:00","2016/12/20 11:23:17",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:23:17"
"189","JLB03","2017/01/03 00:00:00","2016/12/20 11:23:17",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:23:17"
"190","JLA01","2017/01/04 00:00:00","2016/12/20 11:23:24",1,-964.1,0.67,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:23:24"
"191","JLA02","2017/01/04 00:00:00","2016/12/20 11:23:24",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:23:24"
"192","JLA03","2017/01/04 00:00:00","2016/12/20 11:23:24",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:23:24"
"193","JLA04","2017/01/04 00:00:00","2016/12/20 11:23:24",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:23:24"
"194","JLB01","2017/01/04 00:00:00","2016/12/20 11:23:24",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:23:24"
"195","JLB02","2017/01/04 00:00:00","2016/12/20 11:23:24",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:23:24"
"196","JLB03","2017/01/04 00:00:00","2016/12/20 11:23:24",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:23:24"
"197","JLA01","2017/01/05 00:00:00","2016/12/20 11:23:31",1,-964.1,0.67,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:23:31"
"198","JLA03","2017/01/05 00:00:00","2016/12/20 11:23:31",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:23:31"
"199","JLA04","2017/01/05 00:00:00","2016/12/20 11:23:31",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:23:31"
"200","JLB01","2017/01/05 00:00:00","2016/12/20 11:23:31",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:23:31"
"201","JLB02","2017/01/05 00:00:00","2016/12/20 11:23:31",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:23:31"
"202","JLB03","2017/01/05 00:00:00","2016/12/20 11:23:31",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:23:31"
"203","JLA01","2017/01/07 00:00:00","2016/12/20 11:23:38",1,-964.1,0.67,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:23:38"
"204","JLA02","2017/01/07 00:00:00","2016/12/20 11:23:38",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:23:38"
"205","JLA03","2017/01/07 00:00:00","2016/12/20 11:23:38",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:23:38"
"206","JLA04","2017/01/07 00:00:00","2016/12/20 11:23:38",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:23:38"
"207","JLB01","2017/01/07 00:00:00","2016/12/20 11:23:38",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:23:38"
"208","JLB02","2017/01/07 00:00:00","2016/12/20 11:23:38",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:23:38"
"209","JLB03","2017/01/07 00:00:00","2016/12/20 11:23:38",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:23:38"
"210","JLA01","2017/01/08 00:00:00","2016/12/20 11:23:43",1,-964.1,0.67,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:23:43"
"211","JLA02","2017/01/08 00:00:00","2016/12/20 11:23:43",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:23:43"
"212","JLA03","2017/01/08 00:00:00","2016/12/20 11:23:43",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:23:43"
"213","JLA04","2017/01/08 00:00:00","2016/12/20 11:23:43",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:23:43"
"214","JLB01","2017/01/08 00:00:00","2016/12/20 11:23:43",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:23:43"
"215","JLB02","2017/01/08 00:00:00","2016/12/20 11:23:43",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:23:43"
"216","JLB03","2017/01/08 00:00:00","2016/12/20 11:23:43",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:23:43"
"217","JLA01","2017/01/09 00:00:00","2016/12/20 11:23:50",1,-964.1,0.67,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:23:50"
"218","JLA02","2017/01/09 00:00:00","2016/12/20 11:23:50",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:23:50"
"219","JLA03","2017/01/09 00:00:00","2016/12/20 11:23:50",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:23:50"
"220","JLA04","2017/01/09 00:00:00","2016/12/20 11:23:50",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:23:50"
"221","JLB01","2017/01/09 00:00:00","2016/12/20 11:23:50",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:23:50"
"222","JLB02","2017/01/09 00:00:00","2016/12/20 11:23:50",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:23:50"
"223","JLB03","2017/01/09 00:00:00","2016/12/20 11:23:50",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:23:50"
"224","JLA01","2017/01/10 00:00:00","2016/12/20 11:23:57",1,-964.1,0.67,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:23:57"
"225","JLA02","2017/01/10 00:00:00","2016/12/20 11:23:57",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:23:57"
"226","JLA03","2017/01/10 00:00:00","2016/12/20 11:23:57",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:23:57"
"227","JLA04","2017/01/10 00:00:00","2016/12/20 11:23:57",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:23:57"
"228","JLB01","2017/01/10 00:00:00","2016/12/20 11:23:57",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:23:57"
"229","JLA01","2017/01/11 00:00:00","2016/12/20 11:24:03",1,-964.1,0.67,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:24:03"
"230","JLA02","2017/01/11 00:00:00","2016/12/20 11:24:03",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:24:03"
"231","JLA03","2017/01/11 00:00:00","2016/12/20 11:24:03",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:24:03"
"232","JLA04","2017/01/11 00:00:00","2016/12/20 11:24:03",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:24:03"
"233","JLB01","2017/01/11 00:00:00","2016/12/20 11:24:03",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:24:03"
"234","JLB03","2017/01/11 00:00:00","2016/12/20 11:24:03",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:24:03"
"235","OAKEY1","2017/01/02 00:00:00","2016/12/20 16:58:55",1,-942,0,92.97,139.12,187.17,276.66,372.74,1324.16,11792.61,13188,"2016/12/20 16:58:55"
"236","OAKEY1","2017/01/03 00:00:00","2016/12/20 16:59:25",1,-942,0,92.97,139.12,187.17,276.66,372.74,1324.16,11792.61,13188,"2016/12/20 16:59:25"
"237","OAKEY2","2017/01/03 00:00:00","2016/12/20 16:59:25",1,-942,0,92.97,139.12,187.17,276.66,372.74,1324.16,11792.61,13188,"2016/12/20 16:59:25"
"238","OAKEY1","2017/01/04 00:00:00","2016/12/20 17:00:17",1,-942,0,92.97,139.12,187.17,276.66,372.74,1324.16,11792.61,13188,"2016/12/20 17:00:17"
"239","CG1","2017/01/01 00:00:00","2016/12/21 08:45:43",2,-987.2,0,47.88,75.64,94.79,286.29,429.92,2202.22,8138.63,13820.8,"2016/12/21 08:45:43"
"240","CG2","2017/01/01 00:00:00","2016/12/21 08:45:43",2,-987.2,0,47.88,75.64,94.79,286.29,429.92,2202.22,8138.63,13820.8,"2016/12/21 08:45:43"
"241","CG3","2017/01/01 00:00:00","2016/12/21 08:45:43",2,-987.2,0,47.88,75.64,94.79,286.29,429.92,2202.22,8138.63,13820.8,"2016/12/21 08:45:43"
"242","CG4","2017/01/01 00:00:00","2016/12/21 08:45:43",2,-987.2,0,47.88,75.64,94.79,286.29,429.92,2202.22,8138.63,13820.8,"2016/12/21 08:45:43"
"243","LNGS1","2017/01/01 00:00:00","2016/12/21 08:45:43",2,-1001,0,59.87,98.78,298.34,448.01,997.8,2294.93,8481.27,14014,"2016/12/21 08:45:43"
"244","LNGS2","2017/01/01 00:00:00","2016/12/21 08:45:43",2,-1001,0,59.87,98.78,298.34,448.01,997.8,2294.93,8481.27,14014,"2016/12/21 08:45:43"
"245","VPGS3","2017/01/01 00:00:00","2016/12/21 08:45:43",2,-972.3,0,47.16,74.5,93.36,281.97,423.43,2168.98,8015.79,13612.2,"2016/12/21 08:45:43"
"246","VPGS4","2017/01/01 00:00:00","2016/12/21 08:45:43",2,-972.3,0,47.16,74.5,93.36,281.97,423.43,2168.98,8015.79,13612.2,"2016/12/21 08:45:43"
"247","VPGS5","2017/01/01 00:00:00","2016/12/21 08:45:43",2,-972.3,0,47.16,74.5,93.36,281.97,423.43,2168.98,8015.79,13612.2,"2016/12/21 08:45:43"
"248","YABULU2","2017/01/02 00:00:00","2016/12/21 09:37:19",351,-991.21,0,29.73,49.55,85.23,148.67,271.58,417.29,2130.09,13777.76,"2016/12/21 09:37:19"
"249","BARRON-1","2017/01/02 00:00:00","2016/12/21 10:01:53",4,-1053,-1.05,105.3,210.6,315.9,526.5,7019.99,13162.5,14531.4,14742,"2016/12/21 10:01:53"
"250","BARRON-2","2017/01/02 00:00:00","2016/12/21 10:01:53",4,-1053,-1.05,105.3,210.6,315.9,526.5,7019.99,13162.5,14531.4,14742,"2016/12/21 10:01:53"
"251","KAREEYA1","2017/01/02 00:00:00","2016/12/21 10:01:53",4,-1049.5,-1.07,104.95,209.9,314.85,524.75,6996.66,13118.75,14483.1,14693,"2016/12/21 10:01:53"
"252","KAREEYA2","2017/01/02 00:00:00","2016/12/21 10:01:53",4,-1049.5,-1.07,104.95,209.9,314.85,524.75,6996.66,13118.75,14483.1,14693,"2016/12/21 10:01:53"
"253","KAREEYA3","2017/01/02 00:00:00","2016/12/21 10:01:53",4,-1049.5,-1.07,104.95,209.9,314.85,524.75,6996.66,13118.75,14483.1,14693,"2016/12/21 10:01:53"
"254","KAREEYA4","2017/01/02 00:00:00","2016/12/21 10:01:53",4,-1049.5,-1.07,104.95,209.9,314.85,524.75,6996.66,13118.75,14483.1,14693,"2016/12/21 10:01:53"
"255","MACKAYGT","2017/01/02 00:00:00","2016/12/21 10:01:53",4,-973.7,0,287.24,292.11,973.7,2434.25,6491.33,12171.25,13437.06,13631.8,"2016/12/21 10:01:53"
"256","SWAN_E","2017/01/02 00:00:00","2016/12/21 10:01:53",4,-998.4,0,998.4,1996.8,2995.2,3993.6,4992,5990.4,6988.8,13977.6,"2016/12/21 10:01:53"
"257","PPCCGT","2017/01/02 00:00:00","2016/12/22 10:10:11",3,-1000.9,59.74,79.76,125.8,299.96,351.01,486.13,4604.83,10596.22,14012.6,"2016/12/22 10:10:11"
"258","PPCCGT","2017/01/03 00:00:00","2016/12/22 10:10:19",3,-1000.9,59.74,79.76,125.8,299.96,351.01,486.13,4604.83,10596.22,14012.6,"2016/12/22 10:10:19"
"259","LOYYB1","2017/01/09 00:00:00","2016/12/22 10:12:06",9,-972.3,0,10.21,34.7,291.39,340,471.26,510.46,3787.69,13612.2,"2016/12/22 10:12:06"
"260","DRYCGT1","2017/01/01 00:00:00","2016/12/22 10:12:44",9,-1001.1,0,300.34,369.42,486.54,525.59,1751.94,4605.07,13314.64,14015.4,"2016/12/22 10:12:44"
"261","DRYCGT2","2017/01/01 00:00:00","2016/12/22 10:12:44",9,-1001.1,0,300.34,369.42,486.54,525.59,1751.94,4605.07,13314.64,14015.4,"2016/12/22 10:12:44"
"262","DRYCGT3","2017/01/01 00:00:00","2016/12/22 10:12:44",9,-1001.1,0,300.34,369.42,486.54,525.59,1751.94,4605.07,13314.64,14015.4,"2016/12/22 10:12:44"
"263","MINTARO","2017/01/01 00:00:00","2016/12/22 10:12:44",9,-988.9,0,296.69,364.92,480.63,519.19,1730.59,4548.96,13152.39,13844.6,"2016/12/22 10:12:44"
"264","POR01","2017/01/01 00:00:00","2016/12/22 10:12:44",9,-1001.1,0,300.36,369.44,486.56,525.61,1751.96,4605.09,13314.66,14015.4,"2016/12/22 10:12:44"
"265","POR03","2017/01/01 00:00:00","2016/12/22 10:12:44",9,-1006.4,0,301.96,371.4,489.15,528.4,1761.24,4629.48,13385.16,14089.6,"2016/12/22 10:12:44"
"266","SNUG1","2017/01/01 00:00:00","2016/12/22 10:12:44",9,-841.7,0,252.55,310.63,409.11,441.93,1473.02,3871.86,11194.65,11783.8,"2016/12/22 10:12:44"
"267","DRYCGT1","2017/01/02 00:00:00","2016/12/22 10:12:53",9,-1001.1,0,300.34,369.42,486.54,525.59,1751.94,4605.07,13314.64,14015.4,"2016/12/22 10:12:53"
"268","MINTARO","2017/01/02 00:00:00","2016/12/22 10:12:53",9,-988.9,0,296.69,364.92,480.63,519.19,1730.59,4548.96,13152.39,13844.6,"2016/12/22 10:12:53"
"269","POR01","2017/01/02 00:00:00","2016/12/22 10:12:53",9,-1001.1,0,300.36,369.44,486.56,525.61,1751.96,4605.09,13314.66,14015.4,"2016/12/22 10:12:53"
"270","POR03","2017/01/02 00:00:00","2016/12/22 10:12:53",9,-1006.4,0,301.96,371.4,489.15,528.4,1761.24,4629.48,13385.16,14089.6,"2016/12/22 10:12:53"
"271","SNUG1","2017/01/02 00:00:00","2016/12/22 10:12:53",9,-841.7,0,252.55,310.63,409.11,441.93,1473.02,3871.86,11194.65,11783.8,"2016/12/22 10:12:53"
"272","DRYCGT1","2017/01/03 00:00:00","2016/12/22 10:13:04",9,-1001.1,0,300.34,369.42,486.54,525.59,1751.94,4605.07,13314.64,14015.4,"2016/12/22 10:13:04"
"273","POR01","2017/01/03 00:00:00","2016/12/22 10:13:04",9,-1001.1,0,300.36,369.44,486.56,525.61,1751.96,4605.09,13314.66,14015.4,"2016/12/22 10:13:04"
"274","POR03","2017/01/03 00:00:00","2016/12/22 10:13:04",9,-1006.4,0,301.96,371.4,489.15,528.4,1761.24,4629.48,13385.16,14089.6,"2016/12/22 10:13:04"
"275","SNUG1","2017/01/03 00:00:00","2016/12/22 10:13:04",9,-841.7,0,252.55,310.63,409.11,441.93,1473.02,3871.86,11194.65,11783.8,"2016/12/22 10:13:04"
"276","DRYCGT1","2017/01/04 00:00:00","2016/12/22 10:13:23",9,-1001.1,0,300.34,369.42,486.54,525.59,1751.94,4605.07,13314.64,14015.4,"2016/12/22 10:13:23"
"277","DRYCGT2","2017/01/04 00:00:00","2016/12/22 10:13:23",9,-1001.1,0,300.34,369.42,486.54,525.59,1751.94,4605.07,13314.64,14015.4,"2016/12/22 10:13:23"
"278","DRYCGT3","2017/01/04 00:00:00","2016/12/22 10:13:23",9,-1001.1,0,300.34,369.42,486.54,525.59,1751.94,4605.07,13314.64,14015.4,"2016/12/22 10:13:23"
"279","MINTARO","2017/01/04 00:00:00","2016/12/22 10:13:23",9,-988.9,0,296.69,364.92,480.63,519.19,1730.59,4548.96,13152.39,13844.6,"2016/12/22 10:13:23"
"280","POR01","2017/01/04 00:00:00","2016/12/22 10:13:23",9,-1001.1,0,300.36,369.44,486.56,525.61,1751.96,4605.09,13314.66,14015.4,"2016/12/22 10:13:23"
"281","POR03","2017/01/04 00:00:00","2016/12/22 10:13:23",9,-1006.4,0,301.96,371.4,489.15,528.4,1761.24,4629.48,13385.16,14089.6,"2016/12/22 10:13:23"
"282","SNUG1","2017/01/04 00:00:00","2016/12/22 10:13:23",9,-841.7,0,252.55,310.63,409.11,441.93,1473.02,3871.86,11194.65,11783.8,"2016/12/22 10:13:23"
"283","DRYCGT1","2017/01/08 00:00:00","2016/12/22 10:13:42",9,-1001.1,0,300.34,369.42,486.54,525.59,1751.94,4605.07,13314.64,14015.4,"2016/12/22 10:13:42"
"284","DRYCGT2","2017/01/08 00:00:00","2016/12/22 10:13:42",9,-1001.1,0,300.34,369.42,486.54,525.59,1751.94,4605.07,13314.64,14015.4,"2016/12/22 10:13:42"
"285","DRYCGT3","2017/01/08 00:00:00","2016/12/22 10:13:42",9,-1001.1,0,300.34,369.42,486.54,525.59,1751.94,4605.07,13314.64,14015.4,"2016/12/22 10:13:42"
"286","MINTARO","2017/01/08 00:00:00","2016/12/22 10:13:42",9,-988.9,0,296.69,364.92,480.63,519.19,1730.59,4548.96,13152.39,13844.6,"2016/12/22 10:13:42"
"287","POR01","2017/01/08 00:00:00","2016/12/22 10:13:42",9,-1001.1,0,300.36,369.44,486.56,525.61,1751.96,4605.09,13314.66,14015.4,"2016/12/22 10:13:42"
"288","POR03","2017/01/08 00:00:00","2016/12/22 10:13:42",9,-1006.4,0,301.96,371.4,489.15,528.4,1761.24,4629.48,13385.16,14089.6,"2016/12/22 10:13:42"
"289","SNUG1","2017/01/08 00:00:00","2016/12/22 10:13:42",9,-841.7,0,252.55,310.63,409.11,441.93,1473.02,3871.86,11194.65,11783.8,"2016/12/22 10:13:42"
"290","DRYCGT1","2017/01/09 00:00:00","2016/12/22 10:13:47",9,-1001.1,0,300.34,369.42,486.54,525.59,1751.94,4605.07,13314.64,14015.4,"2016/12/22 10:13:47"
"291","DRYCGT2","2017/01/09 00:00:00","2016/12/22 10:13:47",9,-1001.1,0,300.34,369.42,486.54,525.59,1751.94,4605.07,13314.64,14015.4,"2016/12/22 10:13:47"
