"","DUID","SETTLEMENTDATE","OFFERDATE","VERSIONNO","PRICEBAND1","PRICEBAND2","PRICEBAND3","PRICEBAND4","PRICEBAND5","PRICEBAND6","PRICEBAND7","PRICEBAND8","PRICEBAND9","PRICEBAND10","LASTCHANGED"
"1518","QPS4","2017/01/08 00:00:00","2017/01/06 15:07:52",5,-986.4,0.01,59.21,78.95,123.32,295.9,403.43,10406.2,12988.93,13809.6,"2017/01/06 15:07:52"
"1519","QPS5","2017/01/08 00:00:00","2017/01/06 15:07:52",5,-986.4,59.2,78.94,123.32,157.51,295.89,403.43,10406.19,12988.93,13809.6,"2017/01/06 15:07:52"
"1520","ROMA_7","2017/01/08 00:00:00","2017/01/06 15:07:52",5,-946.54,0.01,53.02,66.25,81.42,93.69,248,11774.85,12920.14,13251.43,"2017/01/06 15:07:52"
"1521","ROMA_8","2017/01/08 00:00:00","2017/01/06 15:07:52",5,-946.54,0.01,53.02,66.25,81.42,93.69,248,11774.85,12920.14,13251.43,"2017/01/06 15:07:52"
"1522","URANQ12","2017/01/08 00:00:00","2017/01/06 15:07:53",2,-929.1,0.01,52.01,56.45,65.07,90.11,230.38,10415.13,12449.89,13007.4,"2017/01/06 15:07:53"
"1523","URANQ14","2017/01/08 00:00:00","2017/01/06 15:07:53",2,-929.1,0.01,52.01,56.45,65.07,90.11,230.38,10415.13,12449.89,13007.4,"2017/01/06 15:07:53"
"1524","CETHANA","2017/01/06 00:00:00","2017/01/06 15:10:57",48,-972.11,-72.73,-0.83,77.14,88.62,93.72,98.92,260.13,352.12,11779.03,"2017/01/06 15:10:57"
"1525","DRYCGT3","2017/01/06 00:00:00","2017/01/06 15:18:04",13,-1001.1,0,300.34,369.42,486.54,525.59,1751.94,4605.07,13314.64,14015.4,"2017/01/06 15:18:04"
"1526","CPP_3","2017/01/06 00:00:00","2017/01/06 15:19:47",7,-941,-0.09,0.94,15,15.53,22.11,45.17,235.25,12849.01,13174,"2017/01/06 15:19:47"
"1527","TORRB3","2017/01/06 00:00:00","2017/01/06 15:39:06",391,-1001.4,50.06,60.07,80.1,125.16,300.41,350.48,485.67,10600.81,14019.6,"2017/01/06 15:39:06"
"1528","LYA1","2017/01/06 00:00:00","2017/01/06 15:40:02",369,-972.3,0,8.95,24.5,34.23,43.95,59.5,272.44,486.34,13611.42,"2017/01/06 15:40:02"
"1529","MPP_1","2017/01/06 00:00:00","2017/01/06 15:53:08",4,-964.2,-0.05,4.52,9.16,28.93,46.28,96.42,241.05,286.85,13498.8,"2017/01/06 15:53:08"
"1530","MPP_2","2017/01/06 00:00:00","2017/01/06 15:53:08",4,-964.2,-0.05,4.52,9.16,28.93,46.28,96.42,241.05,286.85,13498.8,"2017/01/06 15:53:08"
"1531","PPCCGT","2017/01/06 00:00:00","2017/01/06 15:55:42",17,-1000.9,59.74,79.76,125.8,299.96,351.01,486.13,4604.83,10596.22,14012.6,"2017/01/06 15:55:42"
"1532","MINTARO","2017/01/06 00:00:00","2017/01/06 16:00:24",14,-988.9,0,296.69,364.92,480.63,519.19,1730.59,4548.96,13152.39,13844.6,"2017/01/06 16:00:24"
"1533","CALL_B_1","2017/01/06 00:00:00","2017/01/06 16:00:49",39,-945.6,-0.05,15.89,19.86,28.23,52.16,55.79,1323.84,8037.6,13238.4,"2017/01/06 16:00:49"
"1534","ROMA_7","2017/01/06 00:00:00","2017/01/06 16:04:23",40,-946.54,0.01,53.02,71.96,81.42,93.45,248,11774.85,12920.14,13251.43,"2017/01/06 16:04:23"
"1535","ROMA_8","2017/01/06 00:00:00","2017/01/06 16:04:23",40,-946.54,0.01,53.02,71.96,81.42,93.45,248,11774.85,12920.14,13251.43,"2017/01/06 16:04:23"
"1536","STAN-2","2017/01/06 00:00:00","2017/01/06 16:46:14",24,-956.1,19.06,58.26,94.59,149.08,292.5,6373.99,11951.25,13194.18,13385.4,"2017/01/06 16:46:14"
"1537","STAN-3","2017/01/06 00:00:00","2017/01/06 16:46:14",24,-956.1,19.06,58.26,94.59,149.08,292.5,6373.99,11951.25,13194.18,13385.4,"2017/01/06 16:46:14"
"1538","STAN-4","2017/01/06 00:00:00","2017/01/06 16:46:14",24,-956.1,19.06,58.26,94.59,149.08,292.5,6373.99,11951.25,13194.18,13385.4,"2017/01/06 16:46:14"
"1539","TORRA3","2017/01/06 00:00:00","2017/01/06 16:50:26",393,-1001.4,50.06,60.07,80.1,125.16,300.41,350.48,485.67,10600.81,14019.6,"2017/01/06 16:50:26"
"1540","URANQ11","2017/01/06 00:00:00","2017/01/06 17:08:59",17,-929.1,0.01,52.01,56.45,65.02,90.11,230.38,10415.13,12449.89,13007.4,"2017/01/06 17:08:59"
"1541","URANQ12","2017/01/06 00:00:00","2017/01/06 17:08:59",17,-929.1,0.01,52.01,56.45,65.02,90.11,230.38,10415.13,12449.89,13007.4,"2017/01/06 17:08:59"
"1542","URANQ13","2017/01/06 00:00:00","2017/01/06 17:08:59",17,-929.1,0.01,52.01,56.45,65.02,90.11,230.38,10415.13,12449.89,13007.4,"2017/01/06 17:08:59"
"1543","URANQ14","2017/01/06 00:00:00","2017/01/06 17:08:59",17,-929.1,0.01,52.01,56.45,65.02,90.11,230.38,10415.13,12449.89,13007.4,"2017/01/06 17:08:59"
"1544","CPSA","2017/01/06 00:00:00","2017/01/06 17:12:25",5,-964,0,1,20,30,60,100,300,1000,12050,"2017/01/06 17:12:25"
"1545","PTSTAN1","2017/01/06 00:00:00","2017/01/06 17:16:05",75,-1009.12,0,126.2,289.11,301.97,353.2,595.96,1387.04,10767.3,14127.68,"2017/01/06 17:16:05"
"1546","WKIEWA2","2017/01/06 00:00:00","2017/01/06 17:39:53",372,-1002.6,0,36.94,46.96,56.99,126.17,279.56,607.42,12532.34,13935.98,"2017/01/06 17:39:53"
"1547","LOYYB1","2017/01/06 00:00:00","2017/01/06 17:40:38",20,-972.3,0,10.21,34.7,291.39,340,471.26,510.46,3787.69,13612.2,"2017/01/06 17:40:38"
"1548","LOYYB2","2017/01/06 00:00:00","2017/01/06 17:40:38",20,-972.3,0,10.21,34.7,291.39,340,471.26,510.46,3787.69,13612.2,"2017/01/06 17:40:38"
"1549","GSTONE4","2017/01/06 00:00:00","2017/01/06 18:10:22",50,-960.3,-0.05,38.4,43.2,57.61,72.01,94.74,283.29,1344.42,13444.2,"2017/01/06 18:10:22"
"1550","GSTONE4","2017/01/07 00:00:00","2017/01/06 18:13:32",11,-960.3,-0.05,38.4,43.2,57.61,72.01,94.74,283.29,1344.42,13444.2,"2017/01/06 18:13:32"
"1551","GSTONE4","2017/01/08 00:00:00","2017/01/06 18:14:37",11,-960.3,-0.05,38.4,43.2,57.61,72.01,94.74,283.29,1344.42,13444.2,"2017/01/06 18:14:37"
"1552","AGLHAL","2017/01/06 00:00:00","2017/01/06 18:16:21",17,-990,0,276.02,365.12,414.62,493.82,573.02,1351.9,10473.08,13859,"2017/01/06 18:16:21"
"1553","STAN-1","2017/01/06 00:00:00","2017/01/06 18:25:04",27,-956.1,19.06,58.26,94.59,149.08,292.5,6373.99,11951.25,13194.18,13385.4,"2017/01/06 18:25:04"
"1554","ER01","2017/01/06 00:00:00","2017/01/06 18:33:39",34,-982.9,27.07,39.24,45.5,49.14,54.99,59.66,68.61,283.03,13760.6,"2017/01/06 18:33:39"
"1555","DDPS1","2017/01/06 00:00:00","2017/01/06 18:36:57",50,-954.9,-0.98,34.45,53.48,72.58,82.13,94.27,250.18,11878.96,13368.6,"2017/01/06 18:36:57"
"1556","BRAEMAR3","2017/01/06 00:00:00","2017/01/06 18:40:24",520,-954.9,6.63,42.92,71.37,92.29,148.97,190.99,296.03,381.97,11878,"2017/01/06 18:40:24"
"1557","QPS5","2017/01/06 00:00:00","2017/01/06 18:48:06",51,-986.4,59.2,78.94,123.32,157.51,295.89,403.43,10406.19,12988.93,13809.6,"2017/01/06 18:48:06"
"1558","MP1","2017/01/06 00:00:00","2017/01/06 19:02:38",17,-975.3,0,38.83,43.86,47.8,54.43,68.09,91.49,282.65,13073.73,"2017/01/06 19:02:38"
"1559","DRYCGT2","2017/01/06 00:00:00","2017/01/06 19:05:34",15,-1001.1,0,300.34,369.42,486.54,525.59,1751.94,4605.07,13314.64,14015.4,"2017/01/06 19:05:34"
"1560","MCKAY1","2017/01/06 00:00:00","2017/01/06 19:32:05",374,-954.3,0,32.41,44.81,85.85,94.44,266.12,578.17,12695.86,13263.78,"2017/01/06 19:32:05"
"1561","BRAEMAR7","2017/01/06 00:00:00","2017/01/06 19:32:11",19,-954.9,0,13.17,34.37,47.25,67.58,100.9,381.87,2053.32,13037.25,"2017/01/06 19:32:11"
"1562","LD04","2017/01/06 00:00:00","2017/01/06 19:35:47",382,-959.3,0,33.54,43.2,53.68,67.11,93.01,237.87,336.68,13430.17,"2017/01/06 19:35:47"
"1563","LD03","2017/01/06 00:00:00","2017/01/06 19:36:40",383,-959.3,0,33.54,43.2,53.68,67.11,93.01,237.87,336.68,13430.17,"2017/01/06 19:36:40"
"1564","LEM_WIL","2017/01/06 00:00:00","2017/01/06 19:38:13",56,-974.45,-72.67,-0.93,77.25,88.76,94.05,99.27,260.91,352.96,11810.43,"2017/01/06 19:38:13"
"1565","REECE1","2017/01/06 00:00:00","2017/01/06 19:38:13",56,-941.07,-70.37,-0.78,74.7,85.81,90.68,95.71,251.78,340.91,11403.49,"2017/01/06 19:38:13"
"1566","MORTLK11","2017/01/06 00:00:00","2017/01/06 19:38:29",53,-1001.5,0.01,27.56,36.07,58.89,69.69,85.93,126.02,263.34,14021,"2017/01/06 19:38:29"
"1567","MORTLK12","2017/01/06 00:00:00","2017/01/06 19:38:29",53,-1001.5,0.01,27.56,36.07,58.89,69.69,85.93,126.02,263.34,14021,"2017/01/06 19:38:29"
"1568","TORRB2","2017/01/06 00:00:00","2017/01/06 19:50:18",394,-1001.4,50.06,60.07,80.1,125.16,300.41,350.48,485.67,10600.81,14019.6,"2017/01/06 19:50:18"
"1569","LNGS1","2017/01/06 00:00:00","2017/01/06 20:08:42",99,-1001,0,59.87,98.78,298.34,448.01,997.8,2294.93,8481.27,14014,"2017/01/06 20:08:42"
"1570","BDL01","2017/01/06 00:00:00","2017/01/06 20:09:16",58,-1017.47,-610.47,-1.01,12.2,26.44,28.49,43.75,53.93,54.94,14041.04,"2017/01/06 20:09:16"
"1571","BDL02","2017/01/06 00:00:00","2017/01/06 20:09:16",58,-1017.47,-610.47,-1.01,12.2,26.44,28.49,43.75,53.93,54.94,14041.04,"2017/01/06 20:09:16"
"1572","BRAEMAR2","2017/01/06 00:00:00","2017/01/06 20:19:41",522,-954.9,6.63,42.92,71.37,92.29,148.99,191.01,296.05,381.99,11878,"2017/01/06 20:19:41"
"1573","WKIEWA1","2017/01/06 00:00:00","2017/01/06 20:22:40",376,-1002.6,0,36.95,46.98,57,126.18,279.57,607.43,12532.35,13935.99,"2017/01/06 20:22:40"
"1574","YABULU","2017/01/06 00:00:00","2017/01/06 20:23:35",377,-1007.3,0,30.21,50.35,86.62,151.08,275.99,424.06,2164.68,14001.46,"2017/01/06 20:23:35"
"1575","BRAEMAR5","2017/01/06 00:00:00","2017/01/06 20:23:52",20,-954.9,0,13.17,34.37,47.25,67.58,100.9,381.85,2053.13,13035.34,"2017/01/06 20:23:52"
"1576","JBUTTERS","2017/01/06 00:00:00","2017/01/06 20:24:10",59,-945.3,-70.62,-0.94,74.89,86.05,91.05,96.11,252.89,342.31,11455.43,"2017/01/06 20:24:10"
"1577","TRIBUTE","2017/01/06 00:00:00","2017/01/06 20:24:10",59,-943.45,-70.53,-0.84,74.83,85.97,91.17,96.22,252.69,341.72,11432.51,"2017/01/06 20:24:10"
"1578","ANGAST1","2017/01/06 00:00:00","2017/01/06 20:36:01",102,-1001.19,0,125.15,286.74,299.55,350.37,590.69,1376.48,10630.61,14016.62,"2017/01/06 20:36:01"
"1579","LONSDALE","2017/01/06 00:00:00","2017/01/06 20:52:03",103,-1014.15,0,126.77,290.5,303.44,354.93,598.35,1394.35,10768.69,14198.04,"2017/01/06 20:52:03"
"1580","YWPS4","2017/01/06 00:00:00","2017/01/06 21:09:06",16,-950.9,0,8.73,15.36,23.91,27.63,79.55,269.88,12059.13,13100.37,"2017/01/06 21:09:06"
"1581","MURRAY","2017/01/06 00:00:00","2017/01/06 21:11:20",104,-959,0,36.59,42.34,55.86,81.52,111.82,287.6,431.37,13420.25,"2017/01/06 21:11:20"
"1582","TUMUT3","2017/01/06 00:00:00","2017/01/06 21:11:20",104,-989.7,0,39.49,45.72,60.37,92.55,120.74,296.71,445.17,13854.81,"2017/01/06 21:11:20"
"1583","UPPTUMUT","2017/01/06 00:00:00","2017/01/06 21:11:20",104,-994.3,0,39.68,45.95,60.66,92.97,121.29,297.89,447.04,13918.21,"2017/01/06 21:11:20"
"1584","GSTONE6","2017/01/06 00:00:00","2017/01/06 21:34:14",54,-966.2,-0.05,38.64,43.47,57.96,72.46,95.33,285.03,1352.68,13526.8,"2017/01/06 21:34:14"
"1585","ER02","2017/01/06 00:00:00","2017/01/06 21:47:32",35,-982.9,27.07,39.24,45.5,49.14,54.99,59.66,68.61,283.03,13760.6,"2017/01/06 21:47:32"
"1586","ER03","2017/01/06 00:00:00","2017/01/06 21:47:32",35,-984.6,27.12,39.31,45.58,49.22,55.09,59.77,68.73,283.52,13784.4,"2017/01/06 21:47:32"
"1587","QPS4","2017/01/06 00:00:00","2017/01/06 21:53:18",59,-986.4,0.01,59.21,78.95,123.32,295.9,403.43,10406.2,12988.93,13809.6,"2017/01/06 21:53:18"
"1588","OSB-AG","2017/01/06 00:00:00","2017/01/06 21:53:41",60,-999.4,-0.01,34.98,49.97,59.96,79.96,124.52,298.71,13156.1,13991.6,"2017/01/06 21:53:41"
"1589","LI_WY_CA","2017/01/06 00:00:00","2017/01/06 22:20:58",61,-1002.78,-75.19,-1.07,79.34,91.18,96.86,102.23,268.49,362.94,12148.3,"2017/01/06 22:20:58"
"1590","QPS1","2017/01/06 00:00:00","2017/01/06 22:30:15",61,-986.4,0.01,59.21,78.95,123.32,295.9,403.43,10406.2,12988.93,13809.6,"2017/01/06 22:30:15"
"1591","QPS2","2017/01/06 00:00:00","2017/01/06 22:30:15",61,-986.4,0.01,59.21,78.95,123.32,295.9,403.43,10406.2,12988.93,13809.6,"2017/01/06 22:30:15"
"1592","QPS3","2017/01/06 00:00:00","2017/01/06 22:30:15",61,-986.4,0.01,59.21,78.95,123.32,295.9,403.43,10406.2,12988.93,13809.6,"2017/01/06 22:30:15"
"1593","SHGEN","2017/01/06 00:00:00","2017/01/06 22:50:35",36,-990.4,0.01,28.04,60.62,102.01,197.55,238.16,297.05,13271.31,13865.6,"2017/01/06 22:50:35"
"1594","SHPUMP","2017/01/06 00:00:00","2017/01/06 22:50:35",36,-0.01,20.02,28.03,32.03,40.04,50.05,75.08,100.1,200.2,14014,"2017/01/06 22:50:35"
"1595","KPP_1","2017/01/06 00:00:00","2017/01/06 23:03:30",56,-958.8,-0.05,13.23,15.72,29.68,36.1,49.38,56.09,143.83,13423.2,"2017/01/06 23:03:30"
"1596","GSTONE5","2017/01/06 00:00:00","2017/01/06 23:08:06",57,-966.2,-0.05,38.64,43.47,57.96,72.46,95.33,285.03,1352.68,13526.8,"2017/01/06 23:08:06"
"1597","GSTONE3","2017/01/06 00:00:00","2017/01/06 23:09:19",58,-960.3,-0.05,38.4,43.2,57.61,72.01,94.74,283.29,1344.42,13444.2,"2017/01/06 23:09:19"
"1598","KAREEYA1","2017/01/06 00:00:00","2017/01/06 23:58:43",29,-1049.5,-1.07,104.95,209.9,314.85,524.75,6996.66,13118.75,14483.1,14693,"2017/01/06 23:58:43"
"1599","KAREEYA2","2017/01/06 00:00:00","2017/01/06 23:58:43",29,-1049.5,-1.07,104.95,209.9,314.85,524.75,6996.66,13118.75,14483.1,14693,"2017/01/06 23:58:43"
"1600","KAREEYA3","2017/01/06 00:00:00","2017/01/06 23:58:43",29,-1049.5,-1.07,104.95,209.9,314.85,524.75,6996.66,13118.75,14483.1,14693,"2017/01/06 23:58:43"
"1601","KAREEYA4","2017/01/06 00:00:00","2017/01/06 23:58:43",29,-1049.5,-1.07,104.95,209.9,314.85,524.75,6996.66,13118.75,14483.1,14693,"2017/01/06 23:58:43"
"1602","YWPS1","2017/01/06 00:00:00","2017/01/07 01:22:35",17,-954.1,0,8.76,15.41,21.17,26.72,79.6,228.85,278.6,12306.94,"2017/01/07 01:22:35"
"1603","SNOWYP","2017/01/06 00:00:00","2017/01/07 01:43:28",105,-1014.2,0,25.36,30.43,35.5,40.57,55.78,76.06,91.28,304.26,"2017/01/07 01:43:28"
"1604","GORDON","2017/01/06 00:00:00","2017/01/07 01:45:40",63,-967.56,-72.53,-0.69,76.9,88.33,93.4,98.58,259.01,350.55,11722.22,"2017/01/07 01:45:40"
"1605","HWPS7","2017/01/07 00:00:00","2017/01/07 01:46:00",19,-970.1,0,8.92,34.62,290.73,339.23,470.2,509.3,3779.12,13581.4,"2017/01/07 01:46:00"
"1606","HWPS7","2017/01/06 00:00:00","2017/01/07 01:47:06",35,-970.1,0,8.92,34.62,290.73,339.23,470.2,509.3,3779.12,13581.4,"2017/01/07 01:47:06"
"1607","GSTONE1","2017/01/06 00:00:00","2017/01/07 02:02:24",59,-966.2,-0.05,38.64,43.47,57.96,72.46,95.33,285.03,1352.68,13526.8,"2017/01/07 02:02:24"
"1608","YARWUN_1","2017/01/06 00:00:00","2017/01/07 02:41:22",37,-959.3,25,100,101,102,103,104,600,1000,9667,"2017/01/07 02:41:22"
"1609","CALL_B_2","2017/01/06 00:00:00","2017/01/07 03:14:19",60,-945.6,-0.05,15.89,19.86,28.23,52.16,55.79,1323.84,8037.6,13238.4,"2017/01/07 03:14:19"
"1610","YWPS3","2017/01/06 00:00:00","2017/01/07 03:55:25",18,-950.9,0,8.73,15.36,23.91,27.63,79.55,269.88,12059.13,13100.37,"2017/01/07 03:55:25"
"1611","GSTONE4","2017/01/09 00:00:00","2017/01/07 05:26:06",7,-960.3,-0.05,38.4,43.2,57.61,72.01,94.74,283.29,1344.42,13444.2,"2017/01/07 05:26:06"
"1612","PUMP1","2017/01/12 00:00:00","2017/01/07 05:31:50",3,-994,0,27.83,45.03,55.04,65.05,150.38,285.2,5003.53,13021.4,"2017/01/07 05:31:50"
"1613","W/HOE#1","2017/01/12 00:00:00","2017/01/07 05:31:50",3,-990.2,0,103.97,246.56,297.01,306.96,1396.18,3465.7,10793.69,13862.8,"2017/01/07 05:31:50"
"1614","PUMP1","2017/01/13 00:00:00","2017/01/07 05:36:30",3,-994,0,27.83,45.03,55.04,65.05,150.38,285.2,5003.53,13021.4,"2017/01/07 05:36:30"
"1615","W/HOE#1","2017/01/13 00:00:00","2017/01/07 05:36:30",3,-990.2,0,103.97,246.56,297.01,306.96,1396.18,3465.7,10793.69,13862.8,"2017/01/07 05:36:30"
"1616","W/HOE#2","2017/01/13 00:00:00","2017/01/07 05:36:30",3,-990.2,0,103.97,246.56,297.01,306.96,1396.18,3465.7,10793.69,13862.8,"2017/01/07 05:36:30"
"1617","MP2","2017/01/07 00:00:00","2017/01/07 05:37:01",10,-975.3,0,38.83,43.86,47.8,54.43,68.09,91.49,282.65,13073.73,"2017/01/07 05:37:01"
"1618","BASTYAN","2017/01/07 00:00:00","2017/01/07 06:18:32",23,-949.33,-71.09,-0.88,55.23,76.32,91.52,96.59,254.08,343.82,11503.95,"2017/01/07 06:18:32"
"1619","CETHANA","2017/01/07 00:00:00","2017/01/07 06:18:32",23,-972.11,-72.71,-0.83,56.63,78.22,93.72,98.92,260.23,352.12,11779.03,"2017/01/07 06:18:32"
"1620","DEVILS_G","2017/01/07 00:00:00","2017/01/07 06:18:32",23,-969.83,-72.56,-0.84,56.47,78.01,93.52,98.71,259.59,351.26,11751.14,"2017/01/07 06:18:32"
"1621","REECE2","2017/01/07 00:00:00","2017/01/07 06:18:32",23,-938.79,-70.18,-0.76,54.72,75.58,90.44,95.46,251.35,340.09,11375.65,"2017/01/07 06:18:32"
"1622","CG1","2017/01/08 00:00:00","2017/01/07 06:48:02",14,-987.2,0,47.88,75.64,94.79,286.29,429.92,2202.22,8138.63,13820.8,"2017/01/07 06:48:02"
"1623","CG2","2017/01/08 00:00:00","2017/01/07 06:48:02",14,-987.2,0,47.88,75.64,94.79,286.29,429.92,2202.22,8138.63,13820.8,"2017/01/07 06:48:02"
"1624","CG3","2017/01/08 00:00:00","2017/01/07 06:48:02",14,-987.2,0,47.88,75.64,94.79,286.29,429.92,2202.22,8138.63,13820.8,"2017/01/07 06:48:02"
"1625","CG4","2017/01/08 00:00:00","2017/01/07 06:48:02",14,-987.2,0,47.88,75.64,94.79,286.29,429.92,2202.22,8138.63,13820.8,"2017/01/07 06:48:02"
"1626","GUTHEGA","2017/01/08 00:00:00","2017/01/07 06:48:02",14,-937.1,0,24.61,29.05,31.85,65.22,117.09,280.82,420.76,13119.4,"2017/01/07 06:48:02"
"1627","LNGS1","2017/01/08 00:00:00","2017/01/07 06:48:02",14,-1001,0,59.87,98.78,298.34,448.01,997.8,2294.93,8481.27,14014,"2017/01/07 06:48:02"
"1628","LNGS2","2017/01/08 00:00:00","2017/01/07 06:48:02",14,-1001,0,59.87,98.78,298.34,448.01,997.8,2294.93,8481.27,14014,"2017/01/07 06:48:02"
"1629","LONSDALE","2017/01/08 00:00:00","2017/01/07 06:48:02",14,-1014.15,0,126.77,290.5,303.44,354.93,598.35,1394.35,10768.69,14198.04,"2017/01/07 06:48:02"
"1630","VPGS1","2017/01/08 00:00:00","2017/01/07 06:48:02",14,-972.3,0,47.16,74.5,93.36,281.97,423.43,2168.98,8015.79,13612.2,"2017/01/07 06:48:02"
"1631","VPGS2","2017/01/08 00:00:00","2017/01/07 06:48:02",14,-972.3,0,47.16,74.5,93.36,281.97,423.43,2168.98,8015.79,13612.2,"2017/01/07 06:48:02"
"1632","VPGS3","2017/01/08 00:00:00","2017/01/07 06:48:02",14,-972.3,0,47.16,74.5,93.36,281.97,423.43,2168.98,8015.79,13612.2,"2017/01/07 06:48:02"
"1633","VPGS4","2017/01/08 00:00:00","2017/01/07 06:48:02",14,-972.3,0,47.16,74.5,93.36,281.97,423.43,2168.98,8015.79,13612.2,"2017/01/07 06:48:02"
"1634","VPGS5","2017/01/08 00:00:00","2017/01/07 06:48:02",14,-972.3,0,47.16,74.5,93.36,281.97,423.43,2168.98,8015.79,13612.2,"2017/01/07 06:48:02"
"1635","VPGS6","2017/01/08 00:00:00","2017/01/07 06:48:02",14,-972.3,0,47.16,74.5,93.36,281.97,423.43,2168.98,8015.79,13612.2,"2017/01/07 06:48:02"
"1636","LKBONNY2","2017/01/08 00:00:00","2017/01/07 07:12:53",1,-876.8,-70.13,-39.92,-30.71,-13.5,-2.81,6.5,20,200,9425.6,"2017/01/07 07:12:53"
"1637","LKBONNY3","2017/01/08 00:00:00","2017/01/07 07:12:53",1,-876.8,-70.11,-39.9,-30.7,-13.49,-2.8,6.4,19.9,201,9426.6,"2017/01/07 07:12:53"
"1638","WOODLWN1","2017/01/08 00:00:00","2017/01/07 07:12:54",1,-993.1,-265,-99.01,-27.12,0,9.86,83.86,266.39,3946.56,12718.77,"2017/01/07 07:12:54"
"1639","SITHE01","2017/01/09 00:00:00","2017/01/07 07:58:09",1,-1000,-999,-998,-997,-996,-995,-994,-993,-992,-991,"2017/01/07 07:58:09"
"1640","SITHE01","2017/01/10 00:00:00","2017/01/07 07:58:49",1,-1000,-999,-998,-997,-996,-995,-994,-993,-992,-991,"2017/01/07 07:58:49"
"1641","SITHE01","2017/01/11 00:00:00","2017/01/07 08:32:01",1,-1000,-999,-998,-997,-996,-995,-994,-993,-992,-991,"2017/01/07 08:32:01"
"1642","SITHE01","2017/01/12 00:00:00","2017/01/07 08:34:46",1,-1000,-999,-998,-997,-996,-995,-994,-993,-992,-991,"2017/01/07 08:34:47"
"1643","BDL01","2017/01/08 00:00:00","2017/01/07 08:50:29",11,-1017.47,-610.47,-1.01,12.2,26.44,28.49,43.75,53.93,54.94,14041.04,"2017/01/07 08:50:29"
"1644","TARRALEA","2017/01/08 00:00:00","2017/01/07 08:50:59",11,-945.22,-70.82,-0.75,55.11,76.1,91.18,96.23,253.06,342.39,11451.99,"2017/01/07 08:50:59"
"1645","BARRON-1","2017/01/08 00:00:00","2017/01/07 08:52:51",10,-1053,-1.05,105.3,210.6,315.9,526.5,7019.99,13162.5,14531.4,14742,"2017/01/07 08:52:51"
"1646","BARRON-2","2017/01/08 00:00:00","2017/01/07 08:52:51",10,-1053,-1.05,105.3,210.6,315.9,526.5,7019.99,13162.5,14531.4,14742,"2017/01/07 08:52:51"
"1647","MACKAYGT","2017/01/08 00:00:00","2017/01/07 08:52:51",10,-973.7,0,287.24,292.11,973.7,2434.25,6491.33,12171.25,13437.06,13631.8,"2017/01/07 08:52:51"
"1648","SWAN_E","2017/01/08 00:00:00","2017/01/07 08:52:51",10,-998.4,0,998.4,1996.8,2995.2,3993.6,4992,5990.4,6988.8,13977.6,"2017/01/07 08:52:51"
"1649","YWPS2","2017/01/07 00:00:00","2017/01/07 08:54:08",14,-950.9,0,8.73,15.36,23.91,27.63,79.55,269.88,12059.13,13100.37,"2017/01/07 08:54:08"
"1650","LKBONNY2","2017/01/07 00:00:00","2017/01/07 09:11:58",4,-876.8,-70.13,-39.92,-30.71,-13.5,-2.81,6.5,20,200,9425.6,"2017/01/07 09:11:58"
"1651","HUMENSW","2017/01/07 00:00:00","2017/01/07 09:15:59",2,-1000,1,30,45,100,150,200,250,2000,14028,"2017/01/07 09:15:59"
"1652","BLUFF1","2017/01/08 00:00:00","2017/01/07 09:36:42",375,-986.3,-965.71,-514.5,-252.5,-126.5,-87.5,-42.5,-0.97,10499.5,13223.23,"2017/01/07 09:36:42"
"1653","BROKENH1","2017/01/08 00:00:00","2017/01/07 09:36:42",375,-1122,-983.55,-43.45,0,39.5,79,296.25,1481.25,12343.75,14007,"2017/01/07 09:36:42"
"1654","HALLWF1","2017/01/08 00:00:00","2017/01/07 09:36:42",375,-990,-968.5,-552,-253.5,-127.5,-88.5,-43.5,-0.98,10500,13323.01,"2017/01/07 09:36:42"
"1655","HALLWF2","2017/01/08 00:00:00","2017/01/07 09:36:42",375,-987.1,-968.1,-553,-254,-128,-89,-44,-0.98,10500,13287.95,"2017/01/07 09:36:42"
"1656","MACARTH1","2017/01/08 00:00:00","2017/01/07 09:36:42",375,-1002.2,-990.5,-160,-96.19,-46.19,40,80,5500,12000,13426.68,"2017/01/07 09:36:42"
"1657","NBHWF1","2017/01/08 00:00:00","2017/01/07 09:36:42",375,-986.3,-965.71,-551,-253,-127,-88,-43,-0.97,10500,13223.19,"2017/01/07 09:36:42"
"1658","NYNGAN1","2017/01/08 00:00:00","2017/01/07 09:36:42",375,-986.94,-983.55,-43.45,0,39.5,79,296.25,1481.25,12343.75,13331.25,"2017/01/07 09:36:42"
"1659","OAKLAND1","2017/01/08 00:00:00","2017/01/07 09:36:42",375,-935.37,-900.85,-160,-80,-35,80,1100,5500,12360,12444.3,"2017/01/07 09:36:42"
"1660","AGLSOM","2017/01/08 00:00:00","2017/01/07 09:36:50",357,-983.76,0,39.81,49.64,59.47,88.95,99.76,315.99,11564.82,13772.59,"2017/01/07 09:36:50"
"1661","DARTM1","2017/01/08 00:00:00","2017/01/07 09:36:50",357,-981.2,0,54.76,64.57,94.01,247.08,596.38,1086,12264.81,13638.49,"2017/01/07 09:36:50"
"1662","EILDON1","2017/01/08 00:00:00","2017/01/07 09:36:50",357,-994.5,0,55.52,65.47,95.3,250.44,604.49,1100.74,12431.08,13823.38,"2017/01/07 09:36:50"
